count,base_pos,outs_when_up,n,xR_vs_xR28,xR,xR28,weight,xRp,diff
3-0,100,2,128,0.19,0.5078125,0.31787709497206706,0.3386243386243386,0.3821938458809967,-0.1256186541190033
3-0,101,0,33,-0.23,1.5757575757575757,1.8052609249045397,0.1166077738515901,1.778499050269028,0.2027414745114524
3-0,101,1,65,0.628,1.7846153846153847,1.1564871016691958,0.20634920634920634,1.2861008743406317,-0.498514510274753
3-0,101,2,80,0.212,0.6375,0.42596026490066224,0.24242424242424243,0.4772426249247441,-0.16025737507525584
3-0,110,0,30,0.47,2.433333333333333,1.9629408248655111,0.10714285714285714,2.0133400222013496,-0.41999331113198357
3-0,110,1,108,0.054,1.3796296296296295,1.3261243548783486,0.3016759776536313,1.3422656109485673,-0.037364018681062205
3-0,110,2,119,0.059,0.5882352941176471,0.5294473578055667,0.3224932249322493,0.5484060689739613,-0.03982922514368581
3-0,111,0,23,0.124,2.4782608695652173,2.3540916109109626,0.08424908424908426,2.3645527572444713,-0.11370811232074596
3-0,111,1,31,0.721,2.2580645161290325,1.5369205683671092,0.1103202846975089,1.6164773739920901,-0.6415871421369423
3-0,111,2,63,0.355,1.126984126984127,0.7720456979650125,0.2012779552715655,0.8434869792052815,-0.2834971477788455
3-1,000,0,2575,0.201,0.6904854368932039,0.48962984633387735,0.911504424778761,0.6727106058702546,-0.0177748310229493
3-1,000,1,1965,0.143,0.4035623409669211,0.26008141392281137,0.8871331828442438,0.38736810540889516,-0.01619423555802596
3-1,000,2,1678,0.063,0.1632896305125149,0.09997459672297726,0.8703319502074689,0.15507969355847737,-0.008209936954037544
3-1,001,0,569,0.323,1.2038664323374342,0.8808789650894914,0.6947496947496947,1.1052744093679767,-0.09859202296945746
3-1,001,1,720,0.221,0.7319444444444444,0.5108631496107254,0.7422680412371134,0.6749647292811147,-0.05697971516332967
3-1,001,2,700,0.112,0.32142857142857145,0.20985695922107048,0.7368421052631579,0.29206762084765014,-0.029360950580921308
3-1,010,0,234,0.387,1.5299145299145298,1.1427499732075876,0.4834710743801653,1.3299328374006134,-0.1999816925139164
3-1,010,1,388,0.135,0.7860824742268041,0.6513549471325537,0.6081504702194357,0.7332895560864239,-0.05279291814038023
3-1,010,2,485,0.069,0.3711340206185567,0.30252851810965675,0.6598639455782312,0.34779881568355675,-0.023335204934999965
3-1,011,0,132,0.398,1.9621212121212122,1.5638585026282141,0.34554973821989526,1.7014780776362657,-0.26064313448494647
3-1,011,1,238,0.329,1.2773109243697478,0.9482677902621723,0.48770491803278687,1.1087437450113589,-0.16856717935838894
3-1,011,2,349,0.26,0.6848137535816619,0.42511068943706515,0.5826377295492488,0.5764234930872558,-0.10839026049440603
3-1,100,0,40,0.327,1.675,1.3476044852191642,0.13793103448275862,1.3927624872579,-0.28223751274209996
3-1,100,1,102,0.132,1.0294117647058822,0.8972312297331005,0.2897727272727273,0.9355335438445316,-0.09387822086135067
3-1,100,2,186,0.091,0.40860215053763443,0.31787709497206706,0.42660550458715596,0.3565809030803137,-0.05202124745732073
3-1,101,0,42,0.195,2,1.8052609249045397,0.14383561643835616,1.8332713398155305,-0.16672866018446952
3-1,101,1,90,0.288,1.4444444444444444,1.1564871016691958,0.2647058823529412,1.2327111041685264,-0.21173334027591806
3-1,101,2,166,0.195,0.6204819277108434,0.42596026490066224,0.39903846153846156,0.5035818899643403,-0.11690003774650315
3-1,110,0,40,0.462,2.425,1.9629408248655111,0.13793103448275862,2.026673124884061,-0.3983268751159388
3-1,110,1,109,0.078,1.4036697247706422,1.3261243548783486,0.30362116991643456,1.3496687708066493,-0.05400095396399296
3-1,110,2,137,-0.011,0.5182481751824818,0.5294473578055667,0.35400516795865633,0.5254827892800819,0.007234614097600067
3-1,111,0,42,0.551,2.9047619047619047,2.3540916109109626,0.14383561643835616,2.433297612081304,-0.47146429268060075
3-1,111,1,76,0.147,1.6842105263157894,1.5369205683671092,0.2331288343558282,1.571258104576004,-0.11295242173978548
3-1,111,2,112,0.344,1.1160714285714286,0.7720456979650125,0.30939226519337015,0.8784845980421359,-0.23758683052929275
3-2,000,0,6563,0.075,0.5643760475392351,0.48962984633387735,0.963305445471892,0.5616332689833362,-0.0027427785558988838
3-2,000,1,5039,0.045,0.30541774161539986,0.26008141392281137,0.9527320854603895,0.3032747879524868,-0.0021429536629130608
3-2,000,2,4230,0.028,0.1276595744680851,0.09997459672297726,0.9441964285714286,0.12611465383498754,-0.0015449206330975518
3-2,001,0,1153,0.159,1.0398959236773635,0.8808789650894914,0.8218104062722738,1.0115607564307718,-0.028335167246591686
3-2,001,1,1516,0.089,0.5996042216358839,0.5108631496107254,0.8584371460928653,0.5870417822212239,-0.012562439414659954
3-2,001,2,1577,0.017,0.2270133164235891,0.20985695922107048,0.8631636562671046,0.22466570323222093,-0.0023476131913681697
3-2,010,0,540,0.065,1.2074074074074075,1.1427499732075876,0.6835443037974683,1.1869461940530341,-0.020461213354373342
3-2,010,1,906,0.106,0.7571743929359823,0.6513549471325537,0.7837370242214533,0.7342895646912961,-0.022884828244686184
3-2,010,2,1202,-0.008,0.2945091514143095,0.30252851810965675,0.8278236914600551,0.2958898963687426,0.0013807449544330774
3-2,011,0,295,0.304,1.8677966101694916,1.5638585026282141,0.5412844036697247,1.7283754599211991,-0.1394211502482925
3-2,011,1,577,0.095,1.0433275563258233,0.9482677902621723,0.6977025392986699,1.0145912304299192,-0.028736325895904136
3-2,011,2,777,0.087,0.5122265122265123,0.42511068943706515,0.7565725413826679,0.4910201288795193,-0.021206383346992985
3-2,100,0,77,-0.075,1.2727272727272727,1.3476044852191642,0.23547400611620795,1.329972848026884,0.05724557529961127
3-2,100,1,246,0.013,0.9105691056910569,0.8972312297331005,0.4959677419354839,0.9038463859541837,-0.006722719736873217
3-2,100,2,419,-0.003,0.315035799522673,0.31787709497206706,0.6263079222720478,0.31609756912259607,0.0010617695999230459
3-2,101,0,102,0.067,1.8725490196078431,1.8052609249045397,0.2897727272727273,1.8247591796197016,-0.04778983998814157
3-2,101,1,202,-0.265,0.8910891089108911,1.1564871016691958,0.4469026548672566,1.0378800341090686,0.1467909251981775
3-2,101,2,318,0.09,0.5157232704402516,0.42596026490066224,0.5598591549295775,0.4762149053259957,-0.03950836511425587
3-2,110,0,103,0.115,2.0776699029126213,1.9629408248655111,0.29178470254957506,1.9964170147772742,-0.08125288813534715
3-2,110,1,237,0.159,1.4852320675105486,1.3261243548783486,0.486652977412731,1.403554596960138,-0.08167747055041064
3-2,110,2,367,-0.083,0.44686648501362397,0.5294473578055667,0.5948136142625607,0.4803271303912345,0.03346064537761051
3-2,111,0,59,-0.032,2.3220338983050848,2.3540916109109626,0.19093851132686085,2.3479705589894517,0.025936660684366952
3-2,111,1,183,0.037,1.5737704918032787,1.5369205683671092,0.4226327944572748,1.5524945544844742,-0.021275937318804505
3-2,111,2,276,0.137,0.9094202898550725,0.7720456979650125,0.5247148288973384,0.8441281834434471,-0.06529210641162542
